1ch,2ch,3ch,4ch,5ch,6ch,7ch,8ch,class
3.99,2.92,14.59,13.92,4.13,2.49,1.92,3.19,naka
4.01,2.92,14.88,13.92,4.13,2.49,1.92,2.92,naka
4.13,2.78,15.08,13.74,4.12,2.82,2.35,2.92,naka
3.91,2.71,13.7,13.91,4.54,3.11,2.35,3,naka
3.84,2.79,13.49,15.24,4.69,3.15,2.47,2.93,kusuri
6.72,2.82,13.5,15.21,4.49,3.13,2.7,2.94,kusuri
7.41,2.92,13.56,15.21,4.75,3.44,3.02,2.94,kusuri
7.59,2.32,12.9,15.23,5.04,3.19,3.02,1.96,kusuri
7.83,2.32,12.91,15.25,5.47,3.13,3.08,1.92,kusuri
7.93,2.27,12.74,15.4,7.82,3.25,3.11,1.88,kusuri
8.36,2.28,12.21,15.26,7.9,3.26,3.29,1.88,kusuri
8.7,2.28,12.21,13.43,8.01,3.16,3.24,1.76,kusuri
12.14,2.28,12.21,11.37,7.97,3.16,3.28,1.83,kusuri
12.39,2.28,12.14,10.55,8.11,3.04,3.3,1.79,kusuri
12.4,2.28,12.13,10.59,8.85,3.14,3.28,1.73,kusuri
12.58,2.37,12.14,10.53,8.84,3.33,3.31,1.77,kusuri
13.51,2.29,11.86,10.93,8.93,3.31,3.49,1.72,kusuri
13.62,2.26,11.86,10.97,8.75,3.24,3.54,1.7,kusuri
14.46,2.2,8.49,10.21,9.46,3.23,3.63,1.76,kusuri
14.6,2.14,8.35,9.18,9.49,3.22,3.73,1.77,kusuri
14.88,2.14,7.95,10.93,10.49,3.2,3.71,1.73,kusuri
15.42,2.13,7.82,13.44,10.77,2.98,3.71,1.66,kusuri
15.61,2.17,5.71,13.32,10.59,2.81,3.76,1.52,kusuri
15.67,7.47,4.4,11.73,10.6,2.81,3.71,1.52,kusuri
17.92,7.42,4.47,11.68,10.94,2.77,3.68,1.57,kusuri
17.1,7.53,4.51,11.71,10.97,2.85,3.62,1.69,kusuri
16.83,7.49,4.22,11.72,10.86,2.42,3.39,1.69,kusuri
16.54,7.6,4.32,12.2,10.68,2.47,3.28,1.63,kusuri
16.46,7.6,4.28,12.26,10.46,2.47,3.21,1.61,kusuri
16.59,7.64,4.23,11.98,8.94,2.3,3.19,1.61,kusuri
16.4,7.67,4.23,12.47,8.9,2.3,3.02,1.53,kusuri
16.21,7.69,4.31,13.51,9.33,2.3,2.94,1.53,kusuri
17.22,7.75,4.29,13.55,9.2,2.31,2.87,1.45,kusuri
17.08,7.86,4.4,13.58,8.98,2.31,2.85,1.58,kusuri
17.07,7.83,4.43,13.58,8.23,2.14,2.85,1.6,kusuri
16.96,7.81,4.52,13.8,8.42,1.88,2.85,1.67,kusuri
16.29,7.78,4.49,13.46,8.42,1.88,2.63,1.69,kusuri
17.36,7.81,4.62,13.44,9.15,2.6,2.55,1.75,kusuri
16.72,7.79,4.62,13.56,8.45,2.68,2.43,1.7,kusuri
16.6,7.78,4.62,13.56,9.52,2.77,2.26,1.75,kusuri
16.4,7.84,4.46,12.24,8.43,2.77,2.25,1.86,kusuri
16.11,7.89,4.36,10.15,8.09,2.72,1.86,1.92,kusuri
15.94,7.89,4.34,10.09,8.12,2.58,1.63,1.97,kusuri
15.99,3.44,4.4,9.84,8.15,2.49,1.75,2.04,kusuri
13.42,3.44,4.46,9.85,7.69,2.53,1.76,2,kusuri
13.33,3.17,4.81,9.82,7.69,2.45,1.52,1.94,kusuri
13.38,4.13,5.13,10.02,7.95,2.41,1.45,1.97,kusuri
13.44,4.01,5,9.38,8.38,2.32,1.5,1.99,kusuri
13.37,4.02,4.96,9.42,8.41,2.32,1.57,2,kusuri
13.17,3.98,5.08,10.05,8.32,2.33,1.61,2.04,kusuri
13.14,3.98,5.2,10.82,9.04,2.37,1.55,1.99,kusuri
16.69,4.08,4.96,9.46,8.3,2.33,1.57,2.04,kusuri
13.15,3.92,5.08,9.56,9.53,2.37,1.55,1.99,kusuri
13.13,3.75,4.91,9.39,11.92,2.36,1.6,1.88,kusuri
13.12,3.81,5.07,9.37,12.13,2.36,1.6,1.92,kusuri
13.26,4.03,5.52,9.14,12.07,2.32,1.53,1.86,kusuri
13.24,4.03,5.55,9.12,12.26,2.36,1.53,1.84,kusuri
11.72,4,5.45,9.17,11.87,1.55,1.58,1.79,kusuri
11.62,4,5.45,8.94,12.51,1.4,1.52,1.77,kusuri
11.62,4.09,5.38,8.95,12.86,1.22,1.38,1.72,kusuri
11.55,4.02,5.29,8.95,12.86,1.22,1.4,1.64,kusuri
11.18,3.92,4.98,8.15,12.84,1.32,1.4,1.52,kusuri
11.14,3.92,5,8.24,13.3,1.3,1.41,1.45,kusuri
11.53,3.88,4.84,8.38,13.59,1.32,1.24,1.45,kusuri
11.51,3.89,4.84,8.51,13.69,1.24,1.24,1.45,kusuri
13.32,4.04,4.67,9.58,14.6,1.66,1.26,1.38,kusuri
13.26,3.02,4.32,9.43,14.46,1.72,1.28,1.38,kusuri
13.46,2.9,4.59,9.42,14.32,1.83,1.28,1.52,kusuri
13.46,2.94,4.59,9.31,14.79,1.83,1.22,1.64,kusuri
13.65,2.9,4.54,8.62,14.82,1.87,1.16,1.58,kusuri
14.11,2.9,4.54,7.85,14.38,1.87,1.18,1.58,kusuri
10.02,2.67,4.62,7.8,14.38,1.91,1.34,1.53,kusuri
10.26,2.67,4.68,7.86,13.6,1.91,1.36,1.53,kusuri
10.24,2.6,4.76,8.12,12.04,1.92,1.28,1.53,kusuri
10.4,2.55,4.83,8.1,11.88,2.21,1.55,1.48,kusuri
10.35,2.18,4.15,8.29,11.82,2.2,1.55,1.43,kusuri
10.53,2.21,4.78,8.36,12.2,2.2,1.53,1.58,kusuri
10.48,2.18,4.81,8.32,12.12,2.24,1.48,1.6,kusuri
10.48,2.18,5.05,8.32,11.43,2.25,1.48,1.61,kusuri
11.3,2.18,5.17,8.73,10.11,2.25,1.48,1.67,kusuri
11.31,2.14,5.1,8.59,10.09,2.24,1.48,1.63,kusuri
11.49,2.14,5.1,8.55,10.13,2.14,1.41,1.63,kusuri
11.5,2.11,5.16,8.45,9.79,2.19,1.47,1.63,kusuri
10.95,2.11,5.37,8.31,9.61,2.19,1.53,1.5,kusuri
10.95,2.14,5.26,8.82,9.42,2.2,1.52,1.48,kusuri
8.7,1.84,5.5,8.06,7.9,1.91,1.52,1.55,kusuri
8.72,1.84,5.53,8.18,8.01,1.91,1.52,1.48,kusuri
8.38,1.84,5.53,8.36,7.81,1.91,1.6,1.32,kusuri
8.46,1.77,5.54,9.46,6.95,1.91,1.58,1.16,kusuri
8.09,1.84,5.54,9.65,6.99,1.87,1.57,1.16,kusuri
7.38,1.73,5.68,8.77,7.26,2.13,1.69,1.18,kusuri
6.91,1.75,5.63,8.75,7.48,2.1,1.61,1.18,kusuri
6.54,1.75,5.54,8.59,7.48,2.1,1.61,1.18,kusuri
6.5,1.73,5.48,8.34,6.7,2.1,1.63,1.18,kusuri
6.4,2.01,5.27,8.34,6.62,1.77,1.36,1.16,kusuri
6.17,2.05,5.44,8.15,6.59,1.77,1.38,1.14,kusuri
5.91,2.01,5.03,8.22,5.29,1.72,1.45,1.02,kusuri
5.91,2.05,5.01,8.94,5.19,1.66,1.45,1.02,kusuri
6.01,2.1,4.84,8.86,6.43,1.87,1.6,1,kusuri
4.25,1.95,4.73,8.52,6.43,1.92,1.58,0.89,kusuri
4.2,1.99,4.73,8.52,6.47,2.04,1.57,0.97,kusuri
3.85,2.09,4.81,10.06,7.04,2.21,1.7,0.97,kusuri
3.83,2.74,4.74,10.14,6.6,2.18,1.66,1,kusuri
3.94,2.69,4.48,10.16,6.24,2.18,1.66,1,kusuri
4.09,2.74,4.48,9.62,7.05,2.17,1.67,1,kusuri
6,2.74,3.89,9.45,7.33,2.17,1.79,0.92,kusuri
5.96,2.95,3.89,9.32,7.38,2.13,1.79,0.92,kusuri
5.89,2.95,3.56,9.18,7.39,2.31,1.72,1.02,kusuri
5.76,2.92,3.8,8.01,7.35,2.31,1.73,1.02,kusuri
5.82,2.92,3.86,8.36,7.26,2.3,1.73,1.05,kusuri
6.95,2.92,3.32,8.6,6.97,2.01,1.61,1.05,kusuri
6.93,2.95,3.32,8.67,9.67,2.29,1.69,1.12,kusuri
6.96,2.96,3.27,8.62,9.83,2.26,1.73,1.12,kusuri
7,2.96,3.24,8.66,9.94,2.26,1.73,1.12,kusuri
6.87,2.77,3.22,8.8,9.94,2.27,1.79,1.2,kusuri
6.87,2.77,3.43,9.17,9.96,2.37,1.99,1.28,kusuri
6.79,2.8,3.16,9.04,10.34,2.37,1.94,1.28,kusuri
6.78,2.77,3.32,8.35,10.33,2.41,2.04,1.28,kusuri
6.7,2.82,4.48,8.39,9.7,2.24,1.94,1.28,kusuri
6.7,2.86,4.48,8.43,9.68,2.2,1.99,1.36,kusuri
8.18,3.23,4.48,8.99,9.75,2.14,2,1.36,kusuri
10.11,3.19,4.44,7.22,9.62,2,1.94,1.41,kusuri
10.26,2.87,4.43,7.1,9.63,2.18,1.92,1.4,kusuri
10.2,2.84,4.45,7.41,9.82,2.18,2.07,1.38,kusuri
10.16,2.76,4.58,7.4,9.27,2.19,2.07,1.45,kusuri
9.15,2.78,4.58,7.13,9.18,2.28,1.97,1.45,kusuri
9.21,2.56,4.72,7.2,9.65,2.31,1.96,1.47,kusuri
9.36,2.59,5.43,7.58,9.66,2.07,1.96,1.47,kusuri
9.38,2.62,5.26,7.79,9.81,2.25,2,1.52,kusuri
9.4,2.53,5.32,7.35,10.85,2.29,2.19,1.57,kusuri
8.84,2.53,5.34,7.1,10.93,2.46,2.18,1.61,kusuri
8.83,2.49,5.34,7.03,8.48,2.24,2.12,1.57,kusuri
8.81,2.48,5.37,7.17,8.4,2.24,2.07,1.58,kusuri
8.78,2.52,5.41,7.03,8.28,2.24,2.06,1.57,kusuri
8.89,2.52,5.41,6.91,8.38,2.22,2.2,1.52,kusuri
9.28,2.49,5.15,6.33,8.42,2.12,2.02,1.47,kusuri
9.28,2.46,5.15,6.38,8.28,2.22,2.02,1.4,kusuri
9.31,2.46,5.1,6.32,8.28,2.22,1.92,1.38,kusuri
9.3,2.72,4.03,6.45,8.37,2.24,1.92,1.4,kusuri
9.3,2.65,4.06,6.62,8.41,2.27,1.92,1.34,kusuri
8.06,2.14,4.08,6.17,8.35,2.24,1.92,1.28,kusuri
6.82,2.14,4.24,6.22,8.01,2.2,1.92,1.28,kusuri
6.68,1.88,4.29,6.31,8.44,2.02,1.94,1.28,kusuri
7.12,1.94,4.32,6.11,8.69,2.02,1.73,1.3,kusuri
7.21,1.99,4.17,6.16,8.75,2.01,1.72,1.22,kusuri
7.18,1.94,4.84,6.28,8.62,2.1,1.76,1.28,kusuri
7.18,1.92,4.66,6.18,7.99,2.06,1.76,1.28,kusuri
7.05,1.88,4.21,6.47,8.04,2.06,1.72,1.2,kusuri
7.07,1.84,4.25,6.32,8.24,1.86,1.72,1.2,kusuri
7.11,1.84,4.33,6.13,6.86,1.92,1.48,1.14,kusuri
6.8,2.14,4.33,6.13,6.82,1.76,1.5,1.05,kusuri
6.82,2.19,4.33,6.13,6.8,1.72,1.5,1.05,kusuri
7.5,2.19,4.24,5.94,6.67,1.72,1.57,1.02,kusuri
7.53,2.14,4.2,5.97,6.64,1.76,1.58,1.02,kusuri
7.41,2.28,4.86,6.01,8.43,1.82,1.32,1.02,kusuri
7.5,2.44,4.84,6.09,8.54,1.83,1.38,1.02,kusuri
7.57,2.43,4.85,6.35,8.26,1.72,1.4,1.05,kusuri
7.59,2.51,5.18,6.38,8.45,1.72,1.45,1.14,kusuri
7.67,2.3,5.22,6.1,8.27,1.72,1.43,1.14,kusuri
7.67,2.29,5.35,5.77,9.47,1.79,1.43,1.2,kusuri
7.72,2.29,5.33,5.7,9.43,1.79,1.43,1.26,kusuri
6.69,2.26,5.21,6.23,9.41,1.79,1.38,1.48,kusuri
6.84,2.26,5.18,6.17,9.05,1.83,1.38,1.48,kusuri
6.41,2.21,5.44,13.67,9.12,2.02,1.52,1.53,kusuri
6.27,2.18,5.45,13.69,9.05,2.02,1.53,1.6,kusuri
6.33,2.18,4.86,14.81,9.04,1.87,1.61,1.6,kusuri
6.24,2.36,5.26,19.97,9.04,1.87,1.61,1.6,kusuri
6.15,2.35,5.26,19.77,9.07,1.83,1.73,1.6,kusuri
6.65,2.43,5.22,20.29,9.14,1.84,1.69,1.67,kusuri
6.53,2.67,4.98,20.31,9.92,1.77,1.67,1.66,kusuri
6.41,2.47,5.01,20.38,9.95,1.73,1.67,1.67,kusuri
6.45,2.43,5.07,20.44,10.35,1.73,1.63,1.67,kusuri
5.68,2.52,5.09,20.64,10.35,1.77,1.63,1.69,kusuri
5.65,2.52,5.21,20.62,12.21,1.84,1.63,1.7,kusuri
5.69,2.36,4.59,20.9,11.77,1.91,1.63,1.7,kusuri
4.75,2.19,4.59,20.87,11.89,1.91,1.58,1.7,kusuri
4.65,2.19,4.59,21.4,12.04,1.91,1.58,1.75,kusuri
4.61,2.09,4.18,21.46,11.91,1.87,1.53,1.75,kusuri
4.67,1.88,4.7,21.54,11.91,1.97,1.55,1.75,kusuri
4.65,1.94,4.55,22.31,11.22,1.87,1.55,1.69,kusuri
4.65,2.12,4.55,22.24,11.24,1.87,1.55,1.69,kusuri
7.23,2.63,4.7,22.21,11.24,1.87,1.55,1.45,kusuri
7.02,2.59,4.72,22.2,11.22,1.83,1.55,1.45,kusuri
7.04,2.6,4.57,18.53,10.8,1.6,1.41,1.45,kusuri
7.54,2.6,4.59,18.52,10.8,1.73,1.4,1.45,kusuri
7.48,2.61,4.58,17.6,10.85,1.8,1.3,1.4,kusuri
7.48,2.46,4.4,11.53,11,1.91,1.32,1.45,kusuri
7.63,2.47,4.08,11.56,10.94,1.91,1.16,1.45,kusuri
7.31,2.42,4.13,10.79,10.57,1.91,1.22,1.36,kusuri
7.57,2.19,4.34,11.1,9.78,1.87,1.4,1.36,kusuri
7.68,2.32,4.25,11.1,9.73,1.87,1.53,1.5,kusuri
7.71,2.37,4.31,11.42,9.38,1.86,1.58,1.48,kusuri
8.67,2.28,4.34,11.13,9.39,1.82,1.52,1.53,kusuri
8.68,2.28,4.24,11.13,6.8,1.7,1.52,1.53,kusuri
8.65,2.54,4.79,10.77,5.31,1.57,1.52,1.53,kusuri
8.66,2.57,4.79,10.75,4.79,1.61,1.52,1.58,kusuri
8.66,2.8,4.85,10.1,5.84,2.09,1.64,1.53,kusuri
11.22,3.45,6.72,10.03,7.22,2.18,1.69,1.72,kusuri
11.19,3.46,6.35,9.83,7.69,2.09,1.69,1.72,kusuri
11.19,3.43,6.35,8.01,7.29,2.07,1.64,1.72,kusuri
11.17,3.49,6.66,8.12,7.27,2.06,1.64,1.67,kusuri
9.54,3.13,6.53,7.79,7.31,2.06,1.64,1.67,kusuri
9.7,3.14,6.63,7.9,7.31,2.05,1.69,1.73,kusuri
9.68,3.16,6.55,7.79,7.92,2.05,1.69,1.69,kusuri
9.31,3.15,6.72,8.72,8.09,1.95,1.7,1.63,kusuri
9.32,3.15,6.73,8.69,8.17,1.84,1.66,1.67,kusuri
9.36,3.18,6.58,8.92,7.94,1.73,1.66,1.63,kusuri
9.25,3.24,7.57,10.29,10.09,1.77,1.7,1.63,kusuri
9.13,3.24,7.75,10.07,10.55,1.88,1.64,1.57,kusuri
8.95,3.28,7.79,10.14,10.55,1.88,1.52,1.58,kusuri
8.9,3.22,7.78,10.39,10.52,1.92,1.38,1.43,kusuri
9.8,3.56,7.71,9.91,10.47,1.92,1.38,1.58,kusuri
8.97,3.61,7.79,9.91,10.46,1.91,1.4,1.53,kusuri
9.92,3.85,7.85,10.03,10.46,2.01,1.4,1.53,kusuri
9.98,3.69,7.52,10.42,10.52,2.02,1.38,1.53,kusuri
9.98,3.69,7.52,10.5,10.82,2.17,1.43,1.61,kusuri
9.94,3.54,7.55,10.36,10.05,1.72,1.26,1.6,kusuri
6.96,2.95,6.12,10.36,9.12,1.58,1.26,1.4,kusuri
6.9,2.97,6.12,10.43,8.72,1.58,1.26,1.4,kusuri
7.32,2.98,6.14,10.9,8.73,1.64,1.53,1.4,kusuri
7.92,2.77,5.81,10.83,8.74,1.77,1.53,1.45,kusuri
7.99,2.76,5.81,10.81,8.72,1.76,1.53,1.5,kusuri
7.79,2.76,5.67,10.84,8.95,1.77,1.47,1.58,kusuri
7.97,2.73,5.62,11.07,8.49,2.22,1.7,1.63,kusuri
7.96,2.77,5.4,11.52,8.38,2.22,1.7,1.63,kusuri
7.97,2.79,5.4,11.7,8.23,2.22,1.69,1.58,kusuri
8.36,2.9,5.43,11.39,8.35,2.26,1.8,1.63,kusuri
8.34,2.9,3.89,11.72,7.25,2.39,1.87,1.64,kusuri
10.29,3,3.48,11.87,6.64,2.3,1.87,1.7,kusuri
10.33,2.96,3.11,12.38,6.68,2.3,1.87,1.75,kusuri
10.64,2.89,3.11,12.16,7.03,2.27,1.87,1.8,kusuri
9.75,2.44,3.18,12.17,7.03,2.28,1.83,1.8,kusuri
9.84,2.36,2.96,12.61,7.16,2.29,1.82,1.79,kusuri
8.88,2.24,2.82,12.85,7.16,2.2,1.82,1.77,kusuri
8.81,2.41,2.85,12.37,7.13,2.2,1.83,1.76,kusuri
8.9,2.46,2.82,12.32,6.7,2.12,1.9,1.64,kusuri
8.97,2.51,2.63,11.92,6.68,2.11,1.95,1.64,kusuri
9.06,2.63,3.24,12.1,6.76,2.12,1.91,1.6,kusuri
9.1,2.74,3.48,12.08,6.99,2.16,1.95,1.64,kusuri
8.87,2.77,3.81,11.64,7.01,2.12,1.79,1.66,kusuri
9.03,2.8,3.81,11.65,6.98,2.02,1.83,1.66,kusuri
8.96,2.81,3.83,11.7,6.95,2.07,1.82,1.6,kusuri
9.03,2.81,4.03,12.07,6.71,2.06,1.83,1.52,kusuri
8.9,2.84,4.06,12.22,6.58,1.58,1.61,1.47,kusuri
8.94,2.8,4.21,11.19,6.5,1.58,1.6,1.47,kusuri
9.01,2.8,4.22,11.02,6.5,1.58,1.66,1.45,kusuri
8.63,2.69,4.14,11.02,6.32,1.52,1.53,1.38,kusuri
8.77,2.65,4.14,9.24,4.51,1.24,1.4,1.43,kusuri
6.36,2.5,4.21,9.02,4.46,1.4,1.47,1.38,kusuri
6.41,2.46,4.3,8.32,4.64,1.4,1.47,1.32,kusuri
5.83,2.46,4.65,9.27,4.09,1.45,1.45,1.24,kusuri
5.87,2.54,4.65,9.58,4.57,1.43,1.45,1.07,kusuri
6.08,2.57,4.65,8.89,4.64,1.48,1.52,1.16,kusuri
6.14,3.54,5.02,8.55,4.64,1.48,1.52,1.34,kusuri
6.14,3.44,5,8.69,4.64,1.53,1.57,1.41,kusuri
6.98,3.4,5.13,9.01,4.76,1.38,1.48,1.55,kusuri
7.12,3.36,5.15,9.13,4.79,1.4,1.43,1.57,kusuri
6.98,3.31,4.55,8.82,5.87,1.53,1.43,1.57,kusuri
6.98,3.19,4.44,8.93,5.59,1.61,1.38,1.52,kusuri
6.94,3.19,4.12,8.95,5.66,1.61,1.3,1.57,kusuri
6.01,3.16,4.11,8.95,5.77,2.09,1.24,1.52,kusuri
6.08,3.22,4.18,8.85,5.78,2.05,1.26,1.53,kusuri
6.12,3.34,4.35,8.34,5.73,2.16,1.32,1.53,kusuri
6.1,3.32,4.84,8.69,5.73,2.14,1.3,1.53,kusuri
6.1,3.5,4.84,8.6,5.71,2.14,1.32,1.55,kusuri
6.05,3.5,4.83,8.82,5.75,2.18,1.26,1.61,kusuri
6.03,3.47,4.9,9.21,5.85,2.18,1.24,1.63,kusuri
5.84,3.62,4.98,11,5.68,2.21,1.3,1.57,kusuri
5.85,3.62,5.14,11.71,5.89,2.11,1.3,1.57,kusuri
5.66,3.65,5.07,11.55,6.02,2.14,1.3,1.57,kusuri
7.95,4.06,6.08,10.98,6.01,2.14,1.38,1.7,kusuri
8.79,4.3,6.05,10.89,6.51,2.19,1.38,1.69,kusuri
8.5,4.27,6.05,11.11,6.32,2.16,1.32,1.63,kusuri
8.46,3.32,5.77,11.27,6.38,2.14,1.3,1.5,kusuri
8.51,3.35,5.98,11.69,6.42,2.14,1.4,1.45,kusuri
7.84,3.35,5.98,12.12,6.24,2.16,1.32,1.36,kusuri
7.63,3.38,6.14,12.12,6.54,2.16,1.32,1.41,kusuri
7.81,3.38,6.19,13.83,5.48,2.06,1.38,1.41,kusuri
7.81,3.41,6.13,13.9,5.59,1.96,1.38,1.4,kusuri
7.93,3.38,6.2,14.86,5.52,2,1.45,1.32,kusuri
9.17,3.44,6.23,14.95,5.43,1.48,1.43,1.47,kusuri
9.13,3.44,6.17,15.15,5.7,1.48,1.48,1.47,kusuri
9.06,3.32,5.94,15.07,5.75,1.4,1.41,1.4,kusuri
9.89,3.35,5.55,14.96,5.86,1.55,1.43,1.53,kusuri
9.87,3.15,5.47,14.94,6.06,1.55,1.41,1.53,kusuri
10.23,3.19,5.51,15.13,6.79,1.55,1.55,1.61,kusuri
10.69,3.22,5.66,14.89,6.7,1.61,1.55,1.73,kusuri
10.91,3.06,5.74,13.68,6.7,1.55,1.5,1.73,kusuri
11.28,3.12,6.05,13.08,7.17,1.57,1.45,1.73,kusuri
11.28,3.1,6.08,13.12,6.89,1.57,1.5,1.73,kusuri
9.82,2.68,4.77,13.17,6.9,1.57,1.43,1.6,kusuri
9.07,2.22,4.77,13.21,6.05,1.5,1.57,1.6,kusuri
9.08,2.24,4.85,13.25,6.14,1.5,1.57,1.61,kusuri
9.21,2.24,5.96,13.08,6.48,1.57,1.58,1.6,kusuri
9.21,2.2,5.76,12.66,6.4,1.57,1.5,1.64,kusuri
9.28,2.43,5.65,12.03,6.57,1.57,1.5,1.82,kusuri
9.31,2.5,5.79,13.91,6.57,1.79,1.55,1.76,kusuri
9.14,2.41,5.74,12.21,6.6,1.77,1.5,1.75,kusuri
9.4,2.37,5.89,12.3,6.5,1.77,1.48,1.75,kusuri
9.61,2.38,5.99,11.07,6.47,1.72,1.43,1.87,kusuri
8.39,2.29,6.06,11.24,6.46,1.73,1.43,1.75,kusuri
8.41,2.24,6.07,11.61,7.17,1.77,1.36,1.75,kusuri
8.53,2.28,6.18,11.62,7.6,1.73,1.38,1.87,kusuri
7.53,2.28,6.15,11.13,7.55,1.66,1.43,1.76,kusuri
8.31,2.38,6.12,11.13,7.4,1.66,1.45,1.76,kusuri
7.83,2.29,6.14,10.69,6.83,1.6,1.3,1.63,kusuri
7.24,2.35,6.01,11.26,7.51,1.55,1.3,1.5,kusuri
6.91,2.35,5.86,11.81,7.51,1.55,1.36,1.52,kusuri
6.41,2.35,5.36,11.81,6.89,1.55,1.36,1.57,kusuri
6.51,2.33,5.36,11.92,6.92,1.5,1.3,1.57,kusuri
6.53,2.17,5.36,11.56,6.92,1.5,1.38,1.63,kusuri
6.52,2.17,5.4,11.77,9.02,1.5,1.2,1.64,kusuri
6.69,2.16,5.29,11.61,9.09,1.5,1.18,1.64,kusuri
6.74,2.2,3.9,11.54,8.99,1.43,1.24,1.66,kusuri
7.29,2.19,4.12,12.23,9.01,1.38,1.24,1.83,kusuri
7.08,2.09,5.31,13.61,8.97,1.38,1.24,1.61,kusuri
7.06,1.9,5.15,11.83,9.36,1.07,1.16,1.63,kusuri
7.9,1.95,6.01,13.27,9.66,1.1,1.16,1.97,kusuri
8.22,1.96,5.9,13,9.67,1.07,1.16,1.99,kusuri
8.09,1.96,5.69,13,9.66,1.1,1.16,1.87,kusuri
8.11,2.06,5.6,12.72,9.75,1.16,1.18,1.88,kusuri
8.67,2.02,5.59,12.16,9.35,1.1,1.18,1.87,kusuri
8.53,1.99,5.54,12.16,9,1.16,1.24,1.75,kusuri
8.76,2.13,5.6,12.49,8.97,1.1,1.18,1.86,kusuri
8.03,2.43,6.9,12.87,8.97,1.07,1.18,1.86,kusuri
7.98,2.43,6.84,12.87,8.9,1.1,1.24,1.97,kusuri
8.7,2.35,7.22,12.47,9.06,1.4,1.41,1.97,kusuri
8.75,2.35,7.22,12.4,10.75,1.79,1.41,1.97,kusuri
8.69,2.26,7.27,12.43,10.77,1.83,1.41,1.94,kusuri
8.62,2.27,7.25,12.03,10.83,1.87,1.47,1.97,kusuri
9.21,2.27,7.57,12.04,10.83,1.82,1.41,2.12,kusuri
9.24,2.27,7.54,11.67,9.24,1.83,1.43,2.16,kusuri
9.2,3.51,7.54,11.78,9.24,1.83,1.45,2.16,kusuri
9.04,3.49,7.59,11.79,9.66,1.83,1.45,2.16,kusuri
8.57,3.74,7.5,11.08,9.73,1.83,1.4,1.96,kusuri
8.58,3.8,6.8,9.51,9.65,1.83,1.47,1.96,kusuri
8.6,3.9,6.72,9.36,9.05,1.82,1.48,2,kusuri
7.87,3.88,6.05,7.15,8.71,1.82,1.48,1.72,kusuri
7.34,3.9,6.01,7.36,8.7,1.83,1.5,1.72,kusuri
7.05,3.99,6.02,8.28,8.7,1.82,1.5,1.84,kusuri
7.02,4.16,6.07,8.28,8.62,1.77,1.5,1.88,kusuri
6.29,4.25,6.14,8.45,8.33,1.77,1.52,1.9,kusuri
6.43,4.52,6.04,8.85,8.35,1.73,1.52,1.9,kusuri
6.17,4.44,5.99,8.41,8.5,1.77,1.52,1.79,kusuri
6.33,4.24,4.52,7.85,8.67,1.79,1.52,1.79,kusuri
6.52,4.32,4.65,7.88,8.72,1.79,1.47,1.67,kusuri
5.73,4.34,4.43,8.11,7.96,1.61,1.38,1.67,kusuri
5.62,4.32,4.43,7.55,5.5,1.18,1.32,1.67,kusuri
5.55,4.32,4.34,7.55,7.61,1.28,1.47,1.66,kusuri
5.59,4.32,4.36,8.26,10.36,1.38,1.41,1.66,kusuri
5.21,4.34,3.8,8.32,10.63,1.4,1.41,1.41,kusuri
5.37,4.34,3.9,8.32,10.57,1.38,1.4,1.36,kusuri
5.32,3.44,4.12,8.26,10.49,1.38,1.45,1.61,kusuri
5.34,3.55,4.24,10.21,11.19,1.77,1.4,1.6,kusuri
5.39,3.29,4.18,10.13,11.61,1.82,1.53,1.6,kusuri
5.36,3.11,4.06,10.09,11.62,1.82,1.48,1.6,kusuri
5.68,3.11,4,11.62,12.16,1.94,1.48,1.55,kusuri
5.65,3.29,4.44,11.8,12.21,1.94,1.48,1.5,kusuri
5.59,3.26,4.58,11.96,12.28,1.94,1.48,1.55,kusuri
5.63,3.17,5.07,11.36,13.23,2.05,1.53,1.4,kusuri
5.66,2.91,5,11.37,13.48,2.09,1.58,1.4,kusuri
7.65,3.07,4.92,11.78,13.66,2.09,1.58,1.45,kusuri
8.64,2.87,4.92,11.47,13.63,2.12,1.52,1.6,kusuri
8.67,3.77,4.9,11.47,13.55,2.07,1.57,1.6,kusuri
8.55,3.77,4.95,11.54,13.62,2.06,1.57,1.58,kusuri
8.46,3.67,4.84,11.7,13.57,2.05,1.57,1.58,kusuri
8.28,3.65,4.6,11.49,13.6,2.05,1.64,1.58,kusuri
8.35,3.7,4.6,11.32,13.59,2.09,1.69,1.57,kusuri
9.69,3.7,4.82,11.9,12.68,2.02,1.61,1.63,kusuri
9.68,3.69,4.8,12.11,10.47,1.92,1.66,1.57,kusuri
9.3,4.3,4.75,12.46,10.19,1.91,1.64,1.57,kusuri
9.39,8.72,4.69,12.42,10.17,2.02,1.66,1.61,kusuri
9.33,8.81,4.69,12.25,10.19,2.02,1.66,1.34,kusuri
9.69,8.78,4.5,10.7,8.94,1.7,1.64,1.36,kusuri
9.74,8.79,4.7,12.99,9.75,2.12,2.01,1.36,kusuri
9.94,9.12,4.76,13.02,9.79,2.11,2,1.34,kusuri
9.75,9.15,4.93,11.54,9.25,2.01,2,1.32,kusuri
9.79,9.15,4.42,11.4,9.25,2,2.04,1.32,kusuri
9.67,9.15,4.28,13.56,9.28,2.1,2.21,1.32,kusuri
